query_1,query_2,query_3,query_4,query_5,query_6,query_7,query_8,query_9,query_10
"SELECT AVG(latitude) FROM tb13 WHERE {column} > 716;","SELECT * FROM tb49 WHERE latitude = 158;","SELECT name, latitude FROM tb36 WHERE {column1} > 309 AND {column2} < {value};","SELECT name, MAX(name) FROM tb10 GROUP BY {column1};","SELECT latitude, MAX(country) FROM tb14 GROUP BY {column1};","SELECT age, MAX(name) FROM tb6 GROUP BY {column1};","SELECT COUNT(*) FROM tb21 WHERE age = 100;","SELECT longitude, SUM(longitude) FROM tb33 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb29 WHERE country = 170;","SELECT name, SUM(name) FROM tb46 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT country, COUNT(*) FROM tb12 GROUP BY {column1} HAVING COUNT(*) > 996;","SELECT * FROM tb34 WHERE longitude = 801;","SELECT name, MAX(country) FROM tb30 GROUP BY {column1};","SELECT country, MAX(country) FROM tb16 GROUP BY {column1};","SELECT age, COUNT(*) FROM tb4 GROUP BY {column1} HAVING COUNT(*) > 478;","SELECT * FROM tb38 WHERE country = 883;","SELECT latitude, country FROM tb4 WHERE {column1} > 647 AND {column2} < {value};","SELECT country, name FROM tb28 WHERE {column1} > 308 AND {column2} < {value};","SELECT country, COUNT(*) FROM tb35 GROUP BY {column1} HAVING COUNT(*) > 258;","SELECT country, COUNT(*) FROM tb35 GROUP BY {column1} HAVING COUNT(*) > 177;"
"SELECT COUNT(*) FROM tb45 WHERE latitude = 141;","SELECT * FROM tb38 WHERE country = 543;","SELECT longitude, country FROM tb30 WHERE {column1} > 844 AND {column2} < {value};","SELECT country, SUM(name) FROM tb11 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(name) FROM tb12 WHERE {column} > 868;","SELECT AVG(age) FROM tb49 WHERE {column} > 571;","SELECT name, age FROM tb37 WHERE {column1} > 754 AND {column2} < {value};","SELECT country, COUNT(*) FROM tb18 GROUP BY {column1} HAVING COUNT(*) > 673;","SELECT COUNT(*) FROM tb33 WHERE latitude = 166;","SELECT * FROM tb41 WHERE country = 52;"
"SELECT name, age FROM tb28 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, longitude FROM tb39 WHERE {column1} > 963 AND {column2} < {value};","SELECT latitude, MAX(age) FROM tb42 GROUP BY {column1};","SELECT age, SUM(age) FROM tb7 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, longitude FROM tb32 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, MAX(age) FROM tb12 GROUP BY {column1};","SELECT country, age FROM tb35 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(country) FROM tb43 WHERE {column} > 17;","SELECT name, SUM(latitude) FROM tb44 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb18 WHERE age = 551;"
"SELECT name, country FROM tb48 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(age) FROM tb38 WHERE {column} > 521;","SELECT latitude, SUM(longitude) FROM tb9 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT country, COUNT(*) FROM tb15 GROUP BY {column1} HAVING COUNT(*) > 101;","SELECT country, name FROM tb42 WHERE {column1} > 393 AND {column2} < {value};","SELECT AVG(country) FROM tb44 WHERE {column} > 538;","SELECT longitude, COUNT(*) FROM tb5 GROUP BY {column1} HAVING COUNT(*) > 261;","SELECT COUNT(*) FROM tb36 WHERE country = 304;","SELECT name, age FROM tb9 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, SUM(latitude) FROM tb30 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT country, age FROM tb15 WHERE {column1} > 496 AND {column2} < {value};","SELECT name, MAX(age) FROM tb11 GROUP BY {column1};","SELECT country, SUM(latitude) FROM tb24 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, age FROM tb4 WHERE {column1} > 579 AND {column2} < {value};","SELECT name, longitude FROM tb26 WHERE {column1} > 149 AND {column2} < {value};","SELECT COUNT(*) FROM tb49 WHERE longitude = 797;","SELECT country, latitude FROM tb24 WHERE {column1} > 562 AND {column2} < {value};","SELECT AVG(longitude) FROM tb3 WHERE {column} > 402;","SELECT name, name FROM tb3 WHERE {column1} > 877 AND {column2} < {value};","SELECT COUNT(*) FROM tb42 WHERE country = 470;"
"SELECT AVG(age) FROM tb22 WHERE {column} > 3;","SELECT longitude, SUM(name) FROM tb30 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb7 WHERE name = 328;","SELECT COUNT(*) FROM tb48 WHERE age = 6;","SELECT * FROM tb18 WHERE longitude = 91;","SELECT * FROM tb26 WHERE age = 523;","SELECT country, COUNT(*) FROM tb37 GROUP BY {column1} HAVING COUNT(*) > 752;","SELECT age, name FROM tb13 WHERE {column1} > 451 AND {column2} < {value};","SELECT name, COUNT(*) FROM tb45 GROUP BY {column1} HAVING COUNT(*) > 703;","SELECT country, name FROM tb35 WHERE {column1} > 423 AND {column2} < {value};"
"SELECT age, age FROM tb33 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, COUNT(*) FROM tb26 GROUP BY {column1} HAVING COUNT(*) > 157;","SELECT age, name FROM tb22 WHERE {column1} > 976 AND {column2} < {value};","SELECT latitude, COUNT(*) FROM tb31 GROUP BY {column1} HAVING COUNT(*) > 249;","SELECT age, MAX(latitude) FROM tb48 GROUP BY {column1};","SELECT age, age FROM tb29 WHERE {column1} > 260 AND {column2} < {value};","SELECT country, name FROM tb5 WHERE {column1} > 912 AND {column2} < {value};","SELECT country, SUM(latitude) FROM tb5 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb31 WHERE age = 975;","SELECT COUNT(*) FROM tb15 WHERE longitude = 963;"
"SELECT age, SUM(country) FROM tb20 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, COUNT(*) FROM tb34 GROUP BY {column1} HAVING COUNT(*) > 401;","SELECT latitude, COUNT(*) FROM tb32 GROUP BY {column1} HAVING COUNT(*) > 801;","SELECT name, MAX(name) FROM tb10 GROUP BY {column1};","SELECT COUNT(*) FROM tb18 WHERE name = 201;","SELECT country, COUNT(*) FROM tb44 GROUP BY {column1} HAVING COUNT(*) > 186;","SELECT * FROM tb3 WHERE longitude = 210;","SELECT longitude, MAX(latitude) FROM tb5 GROUP BY {column1};","SELECT longitude, SUM(longitude) FROM tb9 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(country) FROM tb27 WHERE {column} > 712;"
"SELECT COUNT(*) FROM tb18 WHERE name = 138;","SELECT * FROM tb46 WHERE latitude = 75;","SELECT country, MAX(longitude) FROM tb35 GROUP BY {column1};","SELECT country, name FROM tb33 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, name FROM tb16 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb38 WHERE country = 810;","SELECT longitude, SUM(longitude) FROM tb2 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb50 WHERE longitude = 615;","SELECT latitude, COUNT(*) FROM tb44 GROUP BY {column1} HAVING COUNT(*) > 616;","SELECT age, MAX(country) FROM tb45 GROUP BY {column1};"
"SELECT name, name FROM tb32 WHERE {column1} > 630 AND {column2} < {value};","SELECT name, MAX(name) FROM tb23 GROUP BY {column1};","SELECT name, latitude FROM tb35 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(name) FROM tb17 WHERE {column} > 815;","SELECT name, MAX(age) FROM tb17 GROUP BY {column1};","SELECT * FROM tb12 WHERE age = 143;","SELECT country, name FROM tb35 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, SUM(country) FROM tb34 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb12 WHERE age = 115;","SELECT country, COUNT(*) FROM tb1 GROUP BY {column1} HAVING COUNT(*) > 891;"
"SELECT name, COUNT(*) FROM tb41 GROUP BY {column1} HAVING COUNT(*) > 459;","SELECT latitude, COUNT(*) FROM tb14 GROUP BY {column1} HAVING COUNT(*) > 486;","SELECT AVG(age) FROM tb46 WHERE {column} > 116;","SELECT country, SUM(country) FROM tb32 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, name FROM tb31 WHERE {column1} > 214 AND {column2} < {value};","SELECT longitude, SUM(latitude) FROM tb39 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, COUNT(*) FROM tb13 GROUP BY {column1} HAVING COUNT(*) > 696;","SELECT name, longitude FROM tb41 WHERE {column1} > 108 AND {column2} < {value};","SELECT country, SUM(longitude) FROM tb44 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, MAX(latitude) FROM tb1 GROUP BY {column1};"
"SELECT name, age FROM tb37 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb22 WHERE country = 413;","SELECT * FROM tb13 WHERE longitude = 531;","SELECT country, MAX(age) FROM tb10 GROUP BY {column1};","SELECT country, SUM(longitude) FROM tb17 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, COUNT(*) FROM tb21 GROUP BY {column1} HAVING COUNT(*) > 398;","SELECT country, SUM(name) FROM tb30 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb48 WHERE name = 267;","SELECT COUNT(*) FROM tb27 WHERE name = 708;","SELECT latitude, country FROM tb50 WHERE {column1} > 281 AND {column2} < {value};"
"SELECT age, longitude FROM tb40 WHERE {column1} > 71 AND {column2} < {value};","SELECT AVG(name) FROM tb45 WHERE {column} > 998;","SELECT age, MAX(longitude) FROM tb11 GROUP BY {column1};","SELECT country, MAX(longitude) FROM tb10 GROUP BY {column1};","SELECT latitude, age FROM tb39 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(latitude) FROM tb34 WHERE {column} > 251;","SELECT name, MAX(latitude) FROM tb6 GROUP BY {column1};","SELECT country, latitude FROM tb33 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb16 WHERE country = 667;","SELECT longitude, country FROM tb43 WHERE {column1} > 644 AND {column2} < {value};"
"SELECT COUNT(*) FROM tb44 WHERE latitude = 934;","SELECT * FROM tb21 WHERE longitude = 473;","SELECT COUNT(*) FROM tb48 WHERE longitude = 133;","SELECT age, latitude FROM tb46 WHERE {column1} > 358 AND {column2} < {value};","SELECT age, COUNT(*) FROM tb38 GROUP BY {column1} HAVING COUNT(*) > 769;","SELECT AVG(country) FROM tb12 WHERE {column} > 201;","SELECT COUNT(*) FROM tb10 WHERE longitude = 230;","SELECT country, MAX(longitude) FROM tb47 GROUP BY {column1};","SELECT * FROM tb43 WHERE age = 717;","SELECT latitude, latitude FROM tb37 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT * FROM tb30 WHERE country = 258;","SELECT name, country FROM tb30 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, SUM(country) FROM tb37 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT country, COUNT(*) FROM tb26 GROUP BY {column1} HAVING COUNT(*) > 815;","SELECT * FROM tb21 WHERE longitude = 632;","SELECT name, SUM(age) FROM tb22 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, latitude FROM tb24 WHERE {column1} > 600 AND {column2} < {value};","SELECT AVG(age) FROM tb23 WHERE {column} > 285;","SELECT * FROM tb3 WHERE name = 129;","SELECT AVG(latitude) FROM tb44 WHERE {column} > 467;"
"SELECT country, COUNT(*) FROM tb24 GROUP BY {column1} HAVING COUNT(*) > 177;","SELECT name, MAX(age) FROM tb20 GROUP BY {column1};","SELECT country, name FROM tb49 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, MAX(name) FROM tb15 GROUP BY {column1};","SELECT longitude, latitude FROM tb12 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb9 WHERE longitude = 160;","SELECT * FROM tb15 WHERE longitude = 365;","SELECT COUNT(*) FROM tb33 WHERE latitude = 413;","SELECT * FROM tb50 WHERE country = 941;","SELECT latitude, longitude FROM tb11 WHERE {column1} > 925 AND {column2} < {value};"
"SELECT latitude, COUNT(*) FROM tb49 GROUP BY {column1} HAVING COUNT(*) > 470;","SELECT country, COUNT(*) FROM tb43 GROUP BY {column1} HAVING COUNT(*) > 233;","SELECT latitude, SUM(country) FROM tb28 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, MAX(name) FROM tb48 GROUP BY {column1};","SELECT name, MAX(name) FROM tb49 GROUP BY {column1};","SELECT COUNT(*) FROM tb26 WHERE name = 408;","SELECT * FROM tb34 WHERE age = 880;","SELECT country, MAX(name) FROM tb8 GROUP BY {column1};","SELECT country, COUNT(*) FROM tb42 GROUP BY {column1} HAVING COUNT(*) > 837;","SELECT latitude, SUM(age) FROM tb49 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT AVG(latitude) FROM tb25 WHERE {column} > 112;","SELECT latitude, name FROM tb39 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb20 WHERE country = 901;","SELECT * FROM tb24 WHERE latitude = 251;","SELECT longitude, SUM(longitude) FROM tb18 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, COUNT(*) FROM tb14 GROUP BY {column1} HAVING COUNT(*) > 310;","SELECT country, MAX(latitude) FROM tb48 GROUP BY {column1};","SELECT COUNT(*) FROM tb46 WHERE country = 812;","SELECT * FROM tb10 WHERE latitude = 19;","SELECT longitude, MAX(age) FROM tb45 GROUP BY {column1};"
"SELECT country, country FROM tb31 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, latitude FROM tb2 WHERE {column1} > 484 AND {column2} < {value};","SELECT AVG(country) FROM tb10 WHERE {column} > 80;","SELECT AVG(name) FROM tb20 WHERE {column} > 93;","SELECT country, MAX(country) FROM tb23 GROUP BY {column1};","SELECT COUNT(*) FROM tb1 WHERE name = 101;","SELECT name, MAX(country) FROM tb21 GROUP BY {column1};","SELECT age, age FROM tb45 WHERE {column1} > 961 AND {column2} < {value};","SELECT name, MAX(age) FROM tb18 GROUP BY {column1};","SELECT COUNT(*) FROM tb12 WHERE latitude = 521;"
"SELECT COUNT(*) FROM tb41 WHERE name = 7;","SELECT age, latitude FROM tb28 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, SUM(longitude) FROM tb45 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, COUNT(*) FROM tb33 GROUP BY {column1} HAVING COUNT(*) > 131;","SELECT name, MAX(longitude) FROM tb27 GROUP BY {column1};","SELECT * FROM tb20 WHERE longitude = 78;","SELECT name, SUM(name) FROM tb22 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, name FROM tb41 WHERE {column1} > 982 AND {column2} < {value};","SELECT * FROM tb10 WHERE country = 494;","SELECT * FROM tb38 WHERE country = 270;"
"SELECT longitude, name FROM tb17 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(country) FROM tb24 WHERE {column} > 674;","SELECT COUNT(*) FROM tb48 WHERE latitude = 238;","SELECT AVG(country) FROM tb49 WHERE {column} > 549;","SELECT * FROM tb30 WHERE longitude = 893;","SELECT latitude, MAX(longitude) FROM tb25 GROUP BY {column1};","SELECT age, COUNT(*) FROM tb5 GROUP BY {column1} HAVING COUNT(*) > 835;","SELECT age, name FROM tb18 WHERE {column1} > 113 AND {column2} < {value};","SELECT latitude, SUM(name) FROM tb6 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb13 WHERE name = 811;"
"SELECT age, COUNT(*) FROM tb45 GROUP BY {column1} HAVING COUNT(*) > 161;","SELECT country, age FROM tb10 WHERE {column1} > 217 AND {column2} < {value};","SELECT * FROM tb49 WHERE name = 966;","SELECT country, MAX(latitude) FROM tb29 GROUP BY {column1};","SELECT name, latitude FROM tb38 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb37 WHERE age = 849;","SELECT AVG(name) FROM tb1 WHERE {column} > 767;","SELECT latitude, SUM(latitude) FROM tb31 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, longitude FROM tb21 WHERE {column1} > 794 AND {column2} < {value};","SELECT AVG(age) FROM tb42 WHERE {column} > 579;"
"SELECT country, longitude FROM tb46 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb4 WHERE country = 23;","SELECT COUNT(*) FROM tb1 WHERE age = 182;","SELECT longitude, SUM(name) FROM tb38 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb6 WHERE country = 680;","SELECT latitude, COUNT(*) FROM tb6 GROUP BY {column1} HAVING COUNT(*) > 106;","SELECT name, country FROM tb20 WHERE {column1} > 819 AND {column2} < {value};","SELECT * FROM tb1 WHERE country = 592;","SELECT latitude, MAX(latitude) FROM tb38 GROUP BY {column1};","SELECT country, SUM(country) FROM tb35 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT age, COUNT(*) FROM tb3 GROUP BY {column1} HAVING COUNT(*) > 817;","SELECT longitude, name FROM tb50 WHERE {column1} > 415 AND {column2} < {value};","SELECT name, latitude FROM tb45 WHERE {column1} > 999 AND {column2} < {value};","SELECT country, name FROM tb22 WHERE {column1} > 398 AND {column2} < {value};","SELECT age, country FROM tb31 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, MAX(name) FROM tb13 GROUP BY {column1};","SELECT latitude, latitude FROM tb35 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, SUM(name) FROM tb24 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT country, name FROM tb13 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, SUM(latitude) FROM tb22 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT longitude, latitude FROM tb29 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, MAX(country) FROM tb16 GROUP BY {column1};","SELECT * FROM tb6 WHERE country = 890;","SELECT latitude, COUNT(*) FROM tb19 GROUP BY {column1} HAVING COUNT(*) > 924;","SELECT latitude, longitude FROM tb32 WHERE {column1} > 980 AND {column2} < {value};","SELECT COUNT(*) FROM tb42 WHERE age = 678;","SELECT latitude, longitude FROM tb6 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb30 WHERE longitude = 159;","SELECT AVG(country) FROM tb13 WHERE {column} > 923;","SELECT age, age FROM tb35 WHERE {column1} > 145 AND {column2} < {value};"
"SELECT AVG(latitude) FROM tb6 WHERE {column} > 604;","SELECT * FROM tb17 WHERE longitude = 298;","SELECT country, MAX(longitude) FROM tb10 GROUP BY {column1};","SELECT latitude, SUM(name) FROM tb32 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, COUNT(*) FROM tb14 GROUP BY {column1} HAVING COUNT(*) > 823;","SELECT age, longitude FROM tb10 WHERE {column1} > 611 AND {column2} < {value};","SELECT AVG(name) FROM tb29 WHERE {column} > 832;","SELECT age, name FROM tb33 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, SUM(age) FROM tb9 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, SUM(country) FROM tb45 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT COUNT(*) FROM tb33 WHERE longitude = 803;","SELECT * FROM tb10 WHERE age = 322;","SELECT country, country FROM tb47 WHERE {column1} > 374 AND {column2} < {value};","SELECT COUNT(*) FROM tb8 WHERE latitude = 115;","SELECT longitude, MAX(latitude) FROM tb22 GROUP BY {column1};","SELECT * FROM tb30 WHERE name = 177;","SELECT * FROM tb7 WHERE age = 425;","SELECT * FROM tb33 WHERE name = 845;","SELECT * FROM tb17 WHERE latitude = 31;","SELECT longitude, longitude FROM tb38 WHERE {column1} > 316 AND {column2} < {value};"
"SELECT longitude, MAX(name) FROM tb18 GROUP BY {column1};","SELECT longitude, SUM(country) FROM tb21 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, age FROM tb43 WHERE {column1} > 73 AND {column2} < {value};","SELECT name, COUNT(*) FROM tb41 GROUP BY {column1} HAVING COUNT(*) > 642;","SELECT COUNT(*) FROM tb13 WHERE latitude = 580;","SELECT age, name FROM tb30 WHERE {column1} > 879 AND {column2} < {value};","SELECT age, longitude FROM tb31 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(name) FROM tb3 WHERE {column} > 522;","SELECT country, latitude FROM tb13 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb26 WHERE name = 142;"
"SELECT COUNT(*) FROM tb27 WHERE longitude = 441;","SELECT latitude, SUM(age) FROM tb2 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, SUM(age) FROM tb41 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, MAX(country) FROM tb13 GROUP BY {column1};","SELECT country, SUM(country) FROM tb11 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb27 WHERE name = 439;","SELECT latitude, latitude FROM tb38 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, longitude FROM tb1 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb6 WHERE age = 744;","SELECT longitude, COUNT(*) FROM tb19 GROUP BY {column1} HAVING COUNT(*) > 974;"
"SELECT latitude, country FROM tb2 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, MAX(latitude) FROM tb17 GROUP BY {column1};","SELECT longitude, longitude FROM tb43 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, SUM(latitude) FROM tb10 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, age FROM tb30 WHERE {column1} > 663 AND {column2} < {value};","SELECT longitude, COUNT(*) FROM tb20 GROUP BY {column1} HAVING COUNT(*) > 303;","SELECT COUNT(*) FROM tb36 WHERE country = 645;","SELECT age, MAX(age) FROM tb26 GROUP BY {column1};","SELECT longitude, SUM(country) FROM tb6 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, SUM(latitude) FROM tb23 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
